id,name,entry_name,alter_name,chinese_name,brand,age,nation,type,price,unlock,rank,score,transmission,dlc,speed,handling,acceleration,launch,braking,offroad,new_img_id,img_small_url,img_large_url,playlist,playlist_info
car_442,Mégane R26.R,雷诺 Mégane R26.R 2008,,,雷诺,2008,法国,超高性能掀背车,"28,000",车展，抽奖,B,678,FWD (前轮驱动),,5.4,5.4,4.8,4,5.2,5.2,3129,https://cdn.max-c.com/wiki/1551360/Thumbnail_3129_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3129_Big.png?v=1,4,S4 夏季 - 季节锦标赛；<br>S12 冬季 - 季节锦标赛；<br>S26 秋季 - 季节锦标赛；<br>S38 夏季 - 季节锦标赛
car_443,Clio R.S. 200 EDC,雷诺 Clio R.S. 200 EDC 2013,,,雷诺,2013,法国,高性能掀背车,"29,000",车展，抽奖,C,595,FWD (前轮驱动),,5.1,4.6,4.4,4.5,3.6,5.2,2022,https://cdn.max-c.com/wiki/1551360/Thumbnail_2022_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2022_Big.png?v=1,2,S11 春季 - 季节锦标赛（风火轮）；<br>S26 冬季 - 季节锦标赛
car_444,MEGANE R.S.,雷诺 MEGANE R.S. 2018,,,雷诺,2018,法国,超高性能掀背车,"37,000",车展，抽奖，<br>赞赏：俄罗斯套娃（从另一台车的车辆熟练度树状图中解锁一辆车）,B,670,FWD (前轮驱动),,5.7,5.6,4.5,4.6,4.4,5.3,3134,https://cdn.max-c.com/wiki/1551360/Thumbnail_3134_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3134_Big.png?v=1,1,S32 夏季 - 季节锦标赛（风火轮）
car_445,Concept Two,Rimac Concept Two 2019,Rimac Concept 2,,Rimac,2019,克罗地亚,顶级超跑,"2,000,000",车展，抽奖,S2,963,AWD (全轮驱动),,9.1,6.9,9.9,10,9.3,4.4,3140,https://cdn.max-c.com/wiki/1551360/Thumbnail_3140_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3140_Big.png?v=1,4,S4 秋季 - 40分进度奖励；<br>S10 夏季 - 收藏品挑战；<br>S20 春季 - 马拉松商店700FP；<br>S35 冬季 - 季节锦标赛
car_446,#37 Polaris RZR-Rockstar Energy Pro 2 Truck,RJ Anderson #37 Polaris RZR-Rockstar Energy Pro 2 Truck 2016,#37 Pro 2 Truck,,RJ Anderson,2016,美国,无限制越野车,"500,000",车展，抽奖,A,776,RWD (后轮驱动),,5.9,3.7,4.5,4.2,5.1,10,2663,https://cdn.max-c.com/wiki/1551360/Thumbnail_2663_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2663_Big.png?v=1,4,S4 秋季 - 马拉松商店400FP；<br>S13 春季 - 马拉松商店350FP；<br>S18 夏季 - 马拉松商店300FP；<br>S27 秋季 - 马拉松商店400FP
car_447,S7,赛麟 S7 2004,Saleen S7,,赛麟,2004,美国,复古超级跑车,"388,000",抽奖,S1,855,RWD (后轮驱动),,7.9,6.7,7.1,7,6.7,5.2,432,https://cdn.max-c.com/wiki/1551360/Thumbnail_432_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_432_Big.png?v=1,3,S4 - 100分进度奖励；<br>S15 冬季 - 马拉松商店150FP；<br>S26 春季 - 马拉松商店1000FP
car_448,S1,赛麟 S1 2018,Saleen S1 '18,,赛麟,2018,美国,现代超级跑车,"200,000",车展，抽奖,S1,821,RWD (后轮驱动),,6.5,6.5,7.2,5.9,6.3,5.3,3276,https://cdn.max-c.com/wiki/1551360/Thumbnail_3276_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3276_Big.png?v=1,4,S10 冬季 - 终极考验；<br>S19 春季 - 终极考验；<br>S26 冬季 - 游乐场赛事；<br>S40 春季 - Eventlab
car_449,Cobra 427 S/C,Shelby Cobra 427 S/C 1965,SHELBY COBRA 427,,Shelby,1965,美国,稀有经典赛车,"2,100,000",车展，抽奖,B,694,RWD (后轮驱动),,5.9,3.8,4.5,4.6,3.2,4.7,306,https://cdn.max-c.com/wiki/1551360/Thumbnail_306_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_306_Big.png?v=1,4,S11 春季 - 马拉松商店100FP；<br>S13 夏季 - 马拉松商店700FP；<br>S23 冬季 - 马拉松商店750FP；<br>S33 夏季 - 终极考验
car_450,Cobra Daytona Coupe,Shelby Cobra Daytona Coupe 1965,Shelby Daytona,,Shelby,1965,美国,经典赛车,"30,000,000",车展，抽奖，<br>赞赏：真爷们（完成150个嘉年华播放列表活动）,B,637,RWD (后轮驱动),,6.7,3.6,3.7,2.9,2.8,4.9,1155,https://cdn.max-c.com/wiki/1551360/Thumbnail_1155_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1155_Big.png?v=1,,
car_451,RX3,SIERRA Cars RX3 2021,SIERRA RX3,,SIERRA Cars,2021,美国,UTV,"45,000",车展，<br>赞赏：所向披靡越野竞速赛（在智能车手难度设置为所向披靡的情况下赢得10场越野赛）,A,737,RWD (后轮驱动),,4.3,4.9,6.4,7.1,5.9,7.9,3540,https://cdn.max-c.com/wiki/1551360/Thumbnail_3540_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3540_Big.png?v=1,,
car_452,Impreza 22B-STi Version,斯巴鲁 Impreza 22B-STi Version 1998,,,斯巴鲁,1998,日本,复古拉力赛车,"110,000",抽奖,B,640,AWD (全轮驱动),,5.6,5,5,3.2,3.6,5.7,363,https://cdn.max-c.com/wiki/1551360/Thumbnail_363_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_363_Big.png?v=1,5,S1 冬季 - 42分进度奖励；<br>S5 秋季 - 马拉松商店450FP；<br>S7 夏季 - 马拉松商店700FP；<br>S17 - 160分进度奖励；<br>S39 夏季 - 季节锦标赛
car_453,IMPREZA WRX STi,斯巴鲁 IMPREZA WRX STi 2004,SUBARU WRX '04,,斯巴鲁,2004,日本,现代拉力赛车,"28,000",车展，抽奖,B,652,AWD (全轮驱动),,5.9,4.9,6,3.6,3.6,5.9,364,https://cdn.max-c.com/wiki/1551360/Thumbnail_364_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_364_Big.png?v=1,2,S25 夏季 - Eventlab；<br>S36 春季 - 季节锦标赛（拉力赛）
car_454,IMPREZA WRX STI,斯巴鲁 IMPREZA WRX STI 2005,SUBARU WRX '05,,斯巴鲁,2005,日本,现代拉力赛车,"51,000",车展，抽奖,B,669,AWD (全轮驱动),,6.2,4.9,6.3,3.2,3.6,6.1,365,https://cdn.max-c.com/wiki/1551360/Thumbnail_365_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_365_Big.png?v=1,3,S12 春季 - 季节锦标赛；<br>S21 冬季 - 季节锦标赛；<br>S32 秋季 - 季节锦标赛（拉力赛）
car_455,IMPREZA WRX STI,斯巴鲁 IMPREZA WRX STI 2008,SUBARU WRX '08,,斯巴鲁,2008,日本,现代拉力赛车,"31,000",车展，抽奖,B,649,AWD (全轮驱动),,5.7,5.1,5.4,3.8,3.7,5.9,1060,https://cdn.max-c.com/wiki/1551360/Thumbnail_1060_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1060_Big.png?v=1,2,S5 春季 - 游乐场赛事；<br>S17 春季 - 季节锦标赛
car_456,WRX STI,斯巴鲁 WRX STI 2011,SUBARU WRX '11,,斯巴鲁,2011,日本,现代拉力赛车,"33,000",车展，抽奖,B,668,AWD (全轮驱动),,6,5.3,5.1,2.8,3.9,6.2,1323,https://cdn.max-c.com/wiki/1551360/Thumbnail_1323_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1323_Big.png?v=1,2,S12 春季 - 季节锦标赛（风火轮）；<br>S29 冬季 - 季节锦标赛（风火轮）
car_457,BRZ,斯巴鲁 BRZ 2013,SUBARU BRZ,,斯巴鲁,2013,日本,现代跑车,"32,000",车展，抽奖,C,581,RWD (后轮驱动),,5.7,4.6,4.2,3.6,3.1,5.3,1655,https://cdn.max-c.com/wiki/1551360/Thumbnail_1655_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1655_Big.png?v=1,2,S17 冬季 - 季节锦标赛；<br>S26 冬季 - 季节锦标赛
car_458,WRX STI,斯巴鲁 WRX STI 2015,SUBARU WRX '15,,斯巴鲁,2015,日本,现代拉力赛车,"42,000",车展，抽奖,B,675,AWD (全轮驱动),,6,5.3,5.5,3.1,3.9,5.9,2168,https://cdn.max-c.com/wiki/1551360/Thumbnail_2168_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2168_Big.png?v=1,3,S6 秋季 - 公开赛；<br>S17 秋季 - Super7；<br>S26 秋季 - 40分进度奖励
car_459,2000GT,丰田 2000GT 1969,Toyota 2000GT,,丰田,1969,日本,稀有经典赛车,"750,000",车展，抽奖,D,487,RWD (后轮驱动),,5.1,4,3.7,2.7,2.6,5.3,247,https://cdn.max-c.com/wiki/1551360/Thumbnail_247_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_247_Big.png?v=1,5,S2 春季 - 马拉松商店100FP；<br>S7 春季 - 季节锦标赛；<br>S11 夏季 - 马拉松商店50FP；<br>S17 秋季 - 马拉松商店450FP；<br>S38 夏季 - 马拉松商店350FP
car_460,Celica GT,丰田 Celica GT 1974,Toyota Celica'74,,丰田,1974,日本,经典跑车,"20,000",车展，抽奖,D,315,RWD (后轮驱动),,4,3.5,2.7,2.5,2,5.2,1592,https://cdn.max-c.com/wiki/1551360/Thumbnail_1592_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1592_Big.png?v=1,,
car_461,FJ40,丰田 FJ40 1979,Toyota FJ40,,丰田,1979,日本,皮卡车和四轮驱动车,"55,000",车展，抽奖,D,269,AWD (全轮驱动),,3.4,2.6,2.4,3.4,2.3,7.8,2566,https://cdn.max-c.com/wiki/1551360/Thumbnail_2566_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2566_Big.png?v=1,4,S12 秋季 - 季节锦标赛；<br>S18 秋季 - 季节锦标赛；<br>S26 春季 - 季节锦标赛；<br>S38 冬季 - 季节锦标赛（拉力赛）
car_462,Sprinter Trueno GT Apex,丰田 Sprinter Trueno GT Apex 1985,Toyota Trueno,,丰田,1985,日本,复古跑车,"20,000",抽奖，后台通行证,D,480,RWD (后轮驱动),,4.5,4,4,3.4,2.6,5.5,455,https://cdn.max-c.com/wiki/1551360/Thumbnail_455_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_455_Big.png?v=1,6,S1 春季 - 44分进度奖励；<br>S4 春季 - 马拉松商店600FP；<br>S7 秋季 - 马拉松商店700FP；<br>S11 秋季 - 40分进度奖励；<br>S17 夏季 - 终极考验；<br>S28 第4周 - 马拉松商店800FP
car_463,MR2 SC,丰田 MR2 SC 1989,Toyota MR2 '89,,丰田,1989,日本,复古跑车,"20,000",车展，抽奖,C,502,RWD (后轮驱动),,5.1,4.5,3.8,3.3,2.8,5.6,1395,https://cdn.max-c.com/wiki/1551360/Thumbnail_1395_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1395_Big.png?v=1,,
car_464,Supra 2.0 GT,丰田 Supra 2.0 GT 1992,Toyota Supra '92,,丰田,1992,日本,复古跑车,"20,000",车展，抽奖,C,558,RWD (后轮驱动),,5.4,4.6,4.1,2.7,3,5.5,460,https://cdn.max-c.com/wiki/1551360/Thumbnail_460_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_460_Big.png?v=1,1,S34 秋季 - Eventlab
car_465,Celica GT-Four RC ST185,丰田 Celica GT-Four RC ST185 1992,Toyota Celica'92,,丰田,1992,日本,复古拉力赛车,"25,000",车展，抽奖，<br>赞赏：摘金（赢得马拉松赛）,C,544,AWD (全轮驱动),,5.8,4.2,4.7,2.9,2.7,5.7,1517,https://cdn.max-c.com/wiki/1551360/Thumbnail_1517_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1517_Big.png?v=1,,
car_466,Celica GT-Four ST205,丰田 Celica GT-Four ST205 1994,Toyota Celica'94,,丰田,1994,日本,复古拉力赛车,"20,000",抽奖，<br>赞赏：破冰（参与1场地平线过关挑战赛事并至少完成第1回合）,C,590,AWD (全轮驱动),,6.1,4.6,5.1,2.9,3,5.6,1034,https://cdn.max-c.com/wiki/1551360/Thumbnail_1034_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1034_Big.png?v=1,,
car_467,Supra RZ,丰田 Supra RZ 1998,Toyota Supra '98,,丰田,1998,日本,复古跑车,"38,000",车展，<br>赞赏：苦难重重（在智能车手难度设置为所向披靡的情况下赢得1场公路赛）,B,646,RWD (后轮驱动),,6.4,4.8,4.6,3.1,3.5,5.2,461,https://cdn.max-c.com/wiki/1551360/Thumbnail_461_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_461_Big.png?v=1,3,S22 春季 - 季节锦标赛；<br>S33 冬季 - 季节锦标赛（风火轮）；<br>S39 春季 - 季节锦标赛
car_468,Supra RZ 'Welcome Pack',丰田 Supra RZ 'Welcome Pack' 1998,Supra '98 WP,,丰田,1998,日本,复古跑车,"38,000",车展,A,800,RWD (后轮驱动),1,7.5,6,5.9,4.3,5.8,4.7,3681,https://cdn.max-c.com/wiki/1551360/Thumbnail_3681_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3681_Big.png?v=1,,
car_469,86,丰田 86 2013,Toyota 86,,丰田,2013,日本,现代跑车,"28,800",车展，抽奖,C,579,RWD (后轮驱动),,5.5,4.6,4.2,3.6,3.2,5.2,2007,https://cdn.max-c.com/wiki/1551360/Thumbnail_2007_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2007_Big.png?v=1,2,S17 秋季 - 季节锦标赛；<br>S29 夏季 - 季节锦标赛（拉力赛）
car_470,GR Supra,丰田 GR Supra 2020,Toyota Supra '20,,丰田,2020,日本,现代跑车,"55,000",车展,A,731,RWD (后轮驱动),,6.2,5.5,5.5,5.8,4.6,5.3,3402,https://cdn.max-c.com/wiki/1551360/Thumbnail_3402_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3402_Big.png?v=1,1,S23 秋季 - 季节锦标赛
car_471,Cerbera Speed 12,TVR Cerbera Speed 12 1998,TVR Speed 12,,TVR,1998,英国,复古超级跑车,"500,000",车展，抽奖，<br>赞赏：大师升级者（达到玩家等级175）,S1,861,RWD (后轮驱动),,8.7,5.8,5.4,5.7,6.6,4.1,296,https://cdn.max-c.com/wiki/1551360/Thumbnail_296_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_296_Big.png?v=1,4,S4 春季 - 季节锦标赛；<br>S25 夏季 - 马拉松商店350FP；<br>S32 冬季 - 马拉松商店300FP；<br>S39 夏季 - 马拉松商店300FP
car_472,Sagaris,TVR Sagaris 2005,,,TVR,2005,英国,复古跑车,"86,000",车展，抽奖，<br>赞赏：等级“S1”精英（登上任意等级S1劲敌排行榜的前5%）,A,779,RWD (后轮驱动),,6.7,5.6,5.3,5.5,5,4.8,433,https://cdn.max-c.com/wiki/1551360/Thumbnail_433_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_433_Big.png?v=1,3,S22 春季 - 淘汰之王；<br>S31 秋季- 终极考验；<br>S38 冬季 - 季节锦标赛
car_473,Griffith,TVR Griffith 2018,,,TVR,2018,英国,现代跑车,"105,000",车展，抽奖,S1,825,RWD (后轮驱动),,7.2,7,5.9,6.3,6.9,4.8,2993,https://cdn.max-c.com/wiki/1551360/Thumbnail_2993_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2993_Big.png?v=1,4,S1 冬季 - Super7；<br>S15 夏季 - 季节锦标赛；<br>S20 秋季 - 终极考验；<br>S35 春季 - 终极考验
car_474,Evolution Coupe 1020,Ultima Evolution Coupe 1020 2015,Ultima 1020,,Ultima,2015,英国,极限赛道玩具,"300,000",车展，抽奖,S2,961,RWD (后轮驱动),,8.8,8.6,7.7,8.4,7.9,4.6,2569,https://cdn.max-c.com/wiki/1551360/Thumbnail_2569_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2569_Big.png?v=1,4,S9 春季 - Super7；<br>S14 冬季 - 季节锦标赛；<br>S18 冬季 - 季节锦标赛（风火轮）；<br>S29 春季 - 马拉松商店300FP
car_475,Monaro VXR,沃克斯豪尔 Monaro VXR 2005,,,沃克斯豪尔,2005,英国,现代肌肉车,"25,000",车展，抽奖,B,696,RWD (后轮驱动),,7.1,5.1,4.9,4.1,4.3,5.5,397,https://cdn.max-c.com/wiki/1551360/Thumbnail_397_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_397_Big.png?v=1,1,S26 春季 - Eventlab
car_476,Corsa VXR,沃克斯豪尔 Corsa VXR 2016,VauxCorsa '16,,沃克斯豪尔,2016,英国,高性能掀背车,"28,000",车展，抽奖,C,584,FWD (前轮驱动),,5.1,4.8,3.3,4.2,3.6,5.2,2427,https://cdn.max-c.com/wiki/1551360/Thumbnail_2427_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2427_Big.png?v=1,,
car_477,Type 2 De Luxe,大众 Type 2 De Luxe 1963,,,大众,1963,德国,狂热跑车,"40,000",车展,D,100,RWD (后轮驱动),,2.6,3.5,1.5,3,2,5.9,2151,https://cdn.max-c.com/wiki/1551360/Thumbnail_2151_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2151_Big.png?v=1,3,S6 冬季 - Eventlab；<br>S25 春季 - 季节锦标赛；<br>S36 春季 - 季节锦标赛
car_478,Beetle,大众 Beetle 1963,VW Beetle,,大众,1963,德国,狂热跑车,"20,000",赞赏：妥善照顾（完成“Vocho”故事赛事的第11或12章节）,D,100,RWD (后轮驱动),,2.9,3.5,1.7,2.9,1.9,5.9,1435,https://cdn.max-c.com/wiki/1551360/Thumbnail_1435_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1435_Big.png?v=1,,
car_479,Class 5/1600 Baja Bug,大众 Class 5/1600 Baja Bug 1969,VW CLASS 5 BUG,,大众,1969,德国,沙滩车,"60,000",车展，抽奖,D,349,RWD (后轮驱动),,3.5,4.3,2.5,4.7,3.1,8,2568,https://cdn.max-c.com/wiki/1551360/Thumbnail_2568_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2568_Big.png?v=1,2,S15 冬季 - 季节锦标赛；<br>S26 春季 - 季节锦标赛（拉力赛）
car_480,#1107 Desert Dingo Racing Stock Bug,大众 #1107 Desert Dingo Racing Stock Bug 1970,#1107 VW BUG,,大众,1970,德国,沙滩车,"25,000",车展，抽奖,D,371,RWD (后轮驱动),,3.8,3.3,2.8,2.9,2.3,8.6,2258,https://cdn.max-c.com/wiki/1551360/Thumbnail_2258_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2258_Big.png?v=1,1,S32 夏季 - 季节锦标赛
car_481,Scirocco S,大众 Scirocco S 1981,,,大众,1981,德国,复古高性能掀背车,"20,000",车展，抽奖,D,293,FWD (前轮驱动),,3.7,4,2.5,2.8,2.1,5.2,1380,https://cdn.max-c.com/wiki/1551360/Thumbnail_1380_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1380_Big.png?v=1,,
car_482,Golf GTI,大众 Golf GTI 1983,,,大众,1983,德国,复古高性能掀背车,"20,000",车展，抽奖,D,428,FWD (前轮驱动),,4.2,3.6,3.5,3.3,2.4,5.3,2995,https://cdn.max-c.com/wiki/1551360/Thumbnail_2995_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2995_Big.png?v=1,,
car_483,Golf Gti 16v Mk2,大众 Golf Gti 16v Mk2 1992,,,大众,1992,德国,复古高性能掀背车,"20,000",车展，抽奖,D,429,FWD (前轮驱动),,4.6,4,3.4,2.5,2.4,5.2,353,https://cdn.max-c.com/wiki/1551360/Thumbnail_353_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_353_Big.png?v=1,,
car_484,Corrado VR6,大众 Corrado VR6 1995,,,大众,1995,德国,复古高性能掀背车,"20,000",车展，抽奖,C,533,FWD (前轮驱动),,5.4,4.4,3.6,3.3,2.8,5.3,309,https://cdn.max-c.com/wiki/1551360/Thumbnail_309_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_309_Big.png?v=1,1,S13 夏季 - 季节锦标赛
car_485,GTI VR6 Mk3,大众 GTI VR6 Mk3 1998,,,大众,1998,德国,复古高性能掀背车,"25,000",车展，抽奖,C,510,FWD (前轮驱动),,5.1,4.2,3.7,2.8,2.8,5.4,1383,https://cdn.max-c.com/wiki/1551360/Thumbnail_1383_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1383_Big.png?v=1,,
car_486,Golf R32,大众 Golf R32 2003,,,大众,2003,德国,高性能掀背车,"20,000",车展，抽奖,B,618,AWD (全轮驱动),,5.6,4.8,5,5.4,3.6,5.8,354,https://cdn.max-c.com/wiki/1551360/Thumbnail_354_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_354_Big.png?v=1,,
car_487,Golf R,大众 Golf R 2010,VW Golf '10,,大众,2010,德国,超高性能掀背车,"64,000",车展，抽奖,B,645,AWD (全轮驱动),,5.8,5.3,5,3.2,3.5,5.8,1231,https://cdn.max-c.com/wiki/1551360/Thumbnail_1231_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1231_Big.png?v=1,3,S8 夏季 - 游乐场赛事；<br>S19 春季 - 季节锦标赛；<br>S37 秋季 - Eventlab
car_488,Scirocco R,大众 Scirocco R 2011,,,大众,2011,德国,高性能掀背车,"45,000",车展，抽奖,B,663,FWD (前轮驱动),,5.8,5.1,4.6,4.8,4,5.3,1428,https://cdn.max-c.com/wiki/1551360/Thumbnail_1428_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1428_Big.png?v=1,2,S3 秋季 - 季节锦标赛；<br>S31 春季 - 季节锦标赛
car_489,Golf R,大众 Golf R 2014,VW Golf '14,,大众,2014,德国,超高性能掀背车,"50,000",车展，抽奖,B,663,AWD (全轮驱动),,5.9,5.4,5.8,6.3,3.8,5.9,2142,https://cdn.max-c.com/wiki/1551360/Thumbnail_2142_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2142_Big.png?v=1,3,S12 冬季 - 季节锦标赛（风火轮）；<br>S23 夏季 - 终极考验；<br>S32 冬季 - 季节锦标赛
car_490,#34 Volkswagen Andretti Rallycross Beetle,大众 #34 Volkswagen Andretti Rallycross Beetle 2017,,,大众,2017,德国,拉力赛怪物,"500,000",车展，抽奖,S1,851,AWD (全轮驱动),,4.8,5.3,9.2,4.6,5.9,7.8,3007,https://cdn.max-c.com/wiki/1551360/Thumbnail_3007_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3007_Big.png?v=1,4,S2 冬季 - 游乐场赛事；<br>S7 春季 - 公开赛；<br>S9 秋季 - 游乐场赛事；<br>S18 秋季 - 马拉松商店300FP
car_491,242 Turbo Evolution,沃尔沃 242 Turbo Evolution 1983,,,沃尔沃,1983,瑞典,经典拉力赛车,"45,000",车展，抽奖,C,548,RWD (后轮驱动),,5,3.7,4,3.6,3.1,5.7,1299,https://cdn.max-c.com/wiki/1551360/Thumbnail_1299_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1299_Big.png?v=1,3,S11 秋季 - 测速区间；<br>S25 冬季 - 季节锦标赛（拉力赛）；<br>S36 秋季 - 季节锦标赛（拉力赛）
car_492,850 R,沃尔沃 850 R 1997,,,沃尔沃,1997,瑞典,复古轿车,"25,000",车展，抽奖,C,511,FWD (前轮驱动),,5.8,3.9,3.3,2.6,2.5,5.3,1387,https://cdn.max-c.com/wiki/1551360/Thumbnail_1387_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1387_Big.png?v=1,1,S11 冬季 - 季节锦标赛
car_493,V60 Polestar,沃尔沃 V60 Polestar 2015,,,沃尔沃,2015,瑞典,超级轿车,"62,000",车展，抽奖，<br>赞赏：品质保证（在“试驾车手”的所有章节获得3星等）,B,662,AWD (全轮驱动),,6.1,5.3,5.5,3.6,3.9,5.6,2586,https://cdn.max-c.com/wiki/1551360/Thumbnail_2586_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2586_Big.png?v=1,2,S31 秋季 - Eventlab;<br>S37 冬季 - Eventlab
car_494,05RR,VUHL 05RR 2017,VUHL 05RR,,VUHL,2017,墨西哥,赛道玩具,"100,000",车展，抽奖,S1,886,RWD (后轮驱动),,6.8,7.8,8.5,9.2,7.8,4.3,2844,https://cdn.max-c.com/wiki/1551360/Thumbnail_2844_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2844_Big.png?v=1,4,S4 春季 - 混合表演赛事；<br>S7 冬季 - 马拉松商店100FP；<br>S28 第4周 - 季节锦标赛；<br>S40 秋季 - 季节锦标赛（拉力赛）
car_495,MB Jeep,WILLYS MB Jeep 1945,,,WILLYS,1945,美国,皮卡车和四轮驱动车,"40,000",车展，抽奖,D,198,AWD (全轮驱动),,2.6,3.5,2,3.3,2.1,7.3,2049,https://cdn.max-c.com/wiki/1551360/Thumbnail_2049_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2049_Big.png?v=1,,
car_496,TSR-S,Zenvo TSR-S 2019,Zenvo TSR-S,,Zenvo,2019,丹麦,顶级超跑,"1,200,000",车展，抽奖,S2,927,RWD (后轮驱动),,9,7.9,6.7,7.2,9.6,4.6,3212,https://cdn.max-c.com/wiki/1551360/Thumbnail_3212_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3212_Big.png?v=1,5,S4 夏季 - 马拉松商店600FP；<br>S15 冬季 - 马拉松商店100FP；<br>S28 第4周 - 终极考验；<br>S33 秋季 - Eventlab；<br>S35 冬季 - 淘汰之王
car_497,Corvette,雪佛兰 Corvette 1953,Corvette '53,,雪佛兰,1953,美国,经典跑车,"210,000",车房宝物,D,366,RWD (后轮驱动),,3.6,3.8,2.3,1.1,2,5.7,1564,https://cdn.max-c.com/wiki/1551360/Thumbnail_1564_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1564_Big.png?v=1,,
car_498,Corvette Forza Edition,雪佛兰 Corvette Forza Edition 1953,Corvette '53 FE,Corvette 极限竞速特别版,雪佛兰,1953,美国,经典赛车,"500,000",抽奖,A,800,RWD (后轮驱动),,6.5,5.5,5.8,6.2,4.8,4.2,3559,https://cdn.max-c.com/wiki/1551360/Thumbnail_3559_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3559_Big.png?v=1,,
car_499,Exocet Off-Road Forza Edition,Exomotive Exocet Off-Road Forza Edition 2018,Exocet OR FE,Exocet Off-Road 极限竞速特别版,Exomotive,2018,美国,拉力赛怪物,"500,000",抽奖,A,800,AWD (全轮驱动),,4.5,5.3,9.4,10,7.3,7.8,3562,https://cdn.max-c.com/wiki/1551360/Thumbnail_3562_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3562_Big.png?v=1,1,S2 秋季 - 45分进度奖励
